tStart,tR,xR,yR,theta,xR_fine,yR_fine,tV,xV,yV,zRotV,tP,gxP,gyP,gzP,axP,ayP,azP
1708001790.671752,1708001790.6779392,27.607721473462064,24.18086933800091,-0.03673561000809489,nan,nan,1708001790.67852,77.59624555439639,-2102.9411324999705,0.9777939221037505,,,,,,,
1708001790.7428255,1708001790.779636,27.607721473462064,24.18086933800091,-0.03673561000809489,nan,nan,1708001790.779636,77.5708725988835,-2102.925408405722,0.9778226767121191,,,,,,,
1708001790.836215,1708001790.8483763,27.607721473462064,24.18086933800091,-0.03673561000809489,nan,nan,1708001790.8483763,77.56087672887911,-2102.911628379874,0.9778273635251623,,,,,,,
1708001790.9137065,1708001790.9206088,27.607721473462064,24.18086933800091,-0.03673561000809489,nan,nan,1708001790.9209294,77.55570375869353,-2102.896385575822,0.9778361656339051,,,,,,,
1708001790.974802,1708001790.9797916,27.607721473462064,24.18086933800091,-0.03673561000809489,nan,nan,1708001790.9797916,77.55378033322673,-2102.900034659652,0.9778416983963957,,,,,,,
1708001791.037812,1708001791.0429308,27.607721473462064,24.18086933800091,-0.03673561000809489,nan,nan,1708001791.0429308,77.54867390918137,-2102.912697414682,0.977852436838868,,,,,,,
1708001791.1001563,1708001791.1051276,27.607721473462064,24.18086933800091,-0.03673561000809489,nan,nan,1708001791.1051276,77.54533923256369,-2102.909541273332,0.9778419960345242,,,,,,,
1708001791.1619587,1708001791.167788,27.607721473462064,24.18086933800091,-0.03673561000809489,nan,nan,1708001791.1685262,77.5569393064433,-2102.95694965653,0.9777583142591633,,,,,,,
1708001791.2228434,1708001791.2285156,27.607721473462064,24.18086933800091,-0.03673561000809489,nan,nan,1708001791.2285156,77.5475524155646,-2102.927685950987,0.9778321644914075,,,,,,,
1708001791.284846,1708001791.2901552,27.607721473462064,24.18086933800091,-0.03673561000809489,nan,nan,1708001791.2909956,77.54675589670906,-2102.9302132342036,0.9778348917684089,,,,,,,
1708001791.3473923,1708001791.3523262,27.607721473462064,24.18086933800091,-0.03673561000809489,nan,nan,1708001791.3523262,77.54388420846057,-2102.930279018282,0.9778261411112183,,,,,,,
1708001791.409061,1708001791.4142282,27.607721473462064,24.18086933800091,-0.03673561000809489,nan,nan,1708001791.4142282,77.54660748183488,-2102.9284361783234,0.9778290352718518,,,,,,,
1708001791.471165,1708001791.4761345,27.607721473462064,24.18086933800091,-0.03673561000809489,nan,nan,1708001791.4766092,77.54628085124004,-2102.928145189836,0.9778318072756376,,,,,,,
1708001791.5337214,1708001791.5386486,27.607721473462064,24.18086933800091,-0.03673561000809489,nan,nan,1708001791.5386486,77.54234234124897,-2102.9292400858035,0.9778264318584543,,,,,,,
1708001791.5961006,1708001791.6012232,27.607721473462064,24.18086933800091,-0.03673561000809489,nan,nan,1708001791.6012232,77.5580765965872,-2102.896871490363,0.9778375023910968,,,,,,,
1708001791.6596866,1708001791.6690948,27.607721473462064,24.18086933800091,-0.03673561000809489,nan,nan,1708001791.6690948,77.56029616764201,-2102.901252938548,0.977835473988881,,,,,,,
1708001791.7220078,1708001791.727529,27.607721473462064,24.18086933800091,-0.03673561000809489,nan,nan,1708001791.7278337,77.55810288552577,-2102.9014449147908,0.9778404937252118,,,,,,,
1708001791.7837758,1708001791.7897108,27.607721473462064,24.18086933800091,-0.03673561000809489,nan,nan,1708001791.7900193,77.55605283590931,-2102.8981783818317,0.9778428173164764,,,,,,,
1708001791.845773,1708001791.8507774,27.607721473462064,24.18086933800091,-0.03673561000809489,nan,nan,1708001791.8507774,77.55837400091221,-2102.8990372786384,0.9778386527518728,,,,,,,
1708001791.9078395,1708001791.9127655,27.607721473462064,24.18086933800091,-0.03673561000809489,nan,nan,1708001791.9127655,77.55871368709481,-2102.896732988854,0.9778364369723335,,,,,,,
1708001791.9709773,1708001791.975123,27.607721473462064,24.18086933800091,-0.03673561000809489,nan,nan,1708001791.975123,77.55438634385888,-2102.899554031747,0.9778377274729069,,,,,,,
1708001792.032877,1708001792.037761,27.607721473462064,24.18086933800091,-0.03673561000809489,nan,nan,1708001792.038378,77.55840857821846,-2102.8981592091086,0.9778405084831282,,,,,,,
1708001792.094801,1708001792.0998778,27.607721473462064,24.18086933800091,-0.03673561000809489,nan,nan,1708001792.1001828,77.55717001445005,-2102.895677321369,0.9778362281345522,,,,,,,
1708001792.157223,1708001792.1624594,27.607721473462064,24.18086933800091,-0.03673561000809489,nan,nan,1708001792.1624594,77.55392134722467,-2102.9019228030647,0.9778334165331527,,,,,,,
1708001792.2198708,1708001792.225126,27.607721473462064,24.18086933800091,-0.03673561000809489,nan,nan,1708001792.225126,77.55755074716124,-2102.902665132996,0.97783233799325,,,,,,,
1708001792.280701,1708001792.2849762,27.607721473462064,24.18086933800091,-0.03673561000809489,nan,nan,1708001792.2849762,77.60957689038851,-2102.907758353246,0.9778233413533436,,,,,,,
1708001792.341502,1708001792.3477314,27.607721473462064,24.18086933800091,-0.03673561000809489,nan,nan,1708001792.3480325,77.59535346804095,-2102.903990635178,0.9778409437162048,,,,,,,
1708001792.4023328,1708001792.4074671,27.607721473462064,24.18086933800091,-0.03673561000809489,nan,nan,1708001792.4074671,77.59669913785925,-2102.905555893487,0.977842182483762,,,,,,,
1708001792.4648094,1708001792.4696002,27.607721473462064,24.18086933800091,-0.03673561000809489,nan,nan,1708001792.4696002,77.59709577959018,-2102.90673424677,0.977837605025059,,,,,,,
