tStart,tR,xR,yR,theta,xR_fine,yR_fine,tV,xV,yV,zRotV,tP,gxP,gyP,gzP,axP,ayP,azP
1708012036.6753194,1708012036.6820316,27.308423317540182,22.582671618604525,-3.0921087871184785,NaN,NaN,1708012036.682328,-1530.4758809549212,-1804.068160448057,-2.0814932699663706,,,,,,,
1708012036.738042,1708012036.7421284,27.285763305904045,22.579897125577176,-3.0927203453297225,NaN,NaN,1708012036.742894,-1531.18380610632,-1792.362845284559,-2.0816972206113684,,,,,,,
1708012036.7997787,1708012036.8055305,27.285763305904045,22.579897125577176,-3.0927203453297225,NaN,NaN,1708012036.8055305,-1532.0039389280857,-1778.8071234358413,-2.081895275291332,,,,,,,
1708012036.8617308,1708012036.8676531,27.261867405700112,22.578627224920364,-3.092822361105262,NaN,NaN,1708012036.8676531,-1532.901988017441,-1763.587763082819,-2.0820265890013947,,,,,,,
1708012036.923967,1708012036.9294999,27.248151898115324,22.57800249693497,-3.0930309296369516,NaN,NaN,1708012036.9296741,-1534.3926201712763,-1743.6928405890656,-2.0824557620058908,,,,,,,
1708012036.985221,1708012036.9908445,27.233609477069404,22.577419299399054,-3.0932923291165415,NaN,NaN,1708012036.9910114,-1535.6594301409373,-1726.3441155029598,-2.0824268774221224,,,,,,,
1708012037.0462782,1708012037.050922,27.21764176709593,22.576632943652097,-3.093272629919294,NaN,NaN,1708012037.0513635,-1536.585395365907,-1709.168752037445,-2.0818155367452107,,,,,,,
1708012037.108025,1708012037.1127117,27.186917944402584,22.573468124787222,-3.093662117927036,NaN,NaN,1708012037.1129673,-1537.5978041512917,-1692.1311966828532,-2.081593788093451,,,,,,,
1708012037.170084,1708012037.1762264,27.17270264168049,22.57285065673744,-3.0936599364901167,NaN,NaN,1708012037.1762264,-1538.9030601652082,-1675.164356007128,-2.081518420272581,,,,,,,
1708012037.2320466,1708012037.2374933,27.16000694259609,22.572114094236014,-3.09358792277978,NaN,NaN,1708012037.2374933,-1539.9609006869266,-1657.8834587459896,-2.0814740510213685,,,,,,,
1708012037.2943308,1708012037.2996762,27.142818407356177,22.57122969515591,-3.093555987339533,NaN,NaN,1708012037.2996762,-1541.2026239631011,-1638.168611371027,-2.0813426303043747,,,,,,,
1708012037.3566856,1708012037.3615725,27.114364492357293,22.5698271909232,-3.093584728494642,NaN,NaN,1708012037.3615725,-1542.1389162565147,-1621.0557678073965,-2.081428502695641,,,,,,,
1708012037.4177961,1708012037.4241536,27.101579603796317,22.569228437004245,-3.0936020338163535,NaN,NaN,1708012037.4241536,-1543.1029743052597,-1604.041141259555,-2.0815135090646066,,,,,,,
1708012037.4796793,1708012037.488847,27.086005482512704,22.566763531760504,-3.0932261696567087,NaN,NaN,1708012037.4889734,-1544.3420723058055,-1584.1215063770774,-2.0815261606199997,,,,,,,
1708012037.5407896,1708012037.5455933,27.071820322582724,22.566035151403767,-3.093204853916348,NaN,NaN,1708012037.5455933,-1545.2685227241427,-1569.8195101828933,-2.0816862728090033,,,,,,,
1708012037.6024876,1708012037.6073544,27.054616374427578,22.565370794656534,-3.093417483060836,NaN,NaN,1708012037.6073544,-1546.778057692579,-1552.8146596795027,-2.08185540928895,,,,,,,
1708012037.6655161,1708012037.6702387,27.040358701177,22.564733455628716,-3.0935949600995647,NaN,NaN,1708012037.6702387,-1548.621720677753,-1532.7541006227366,-2.0817558329642027,,,,,,,
1708012037.7278285,1708012037.733775,27.010399249116347,22.563364695323134,-3.093688806596898,NaN,NaN,1708012037.7340822,-1550.4604886548186,-1515.5776289193655,-2.0815749355459356,,,,,,,
1708012037.7911968,1708012037.8047504,26.99894820257203,22.562882050570654,-3.0936177444872155,NaN,NaN,1708012037.805709,-1552.458235084394,-1495.9574562016683,-2.0812445653581,,,,,,,
1708012037.8698814,1708012037.874445,26.98259194217902,22.56004585925732,-3.092768302355509,NaN,NaN,1708012037.874445,-1553.8075318218068,-1476.0169732838256,-2.081406895097046,,,,,,,
1708012037.9328334,1708012037.9366417,26.96834460766665,22.559389445340667,-3.0927961832616253,NaN,NaN,1708012037.9376464,-1555.1055684273979,-1458.6772421315504,-2.081401222192608,,,,,,,
1708012037.995424,1708012038.000399,26.93984571958298,22.557945361262014,-3.092696727855274,NaN,NaN,1708012038.0010805,-1556.606095125109,-1438.3326726666583,-2.081547271425729,,,,,,,
1708012038.0570216,1708012038.063398,26.925570605453938,22.557255368094594,-3.092671558487276,NaN,NaN,1708012038.063398,-1558.1919673169587,-1421.4937291292172,-2.081673952694563,,,,,,,
1708012038.1187727,1708012038.1240668,26.911216033511117,22.556590074633725,-3.0926651126961864,NaN,NaN,1708012038.1243763,-1559.2872866422622,-1404.8311823101096,-2.0818769022250714,,,,,,,
1708012038.1806545,1708012038.1888125,26.88317037387662,22.55381667459897,-3.0925435441650264,NaN,NaN,1708012038.1888125,-1560.6090887857406,-1388.0516694413852,-2.0819829192670167,,,,,,,
1708012038.2428815,1708012038.2478158,26.868992525441296,22.553168206524973,-3.0927223152052403,NaN,NaN,1708012038.2478158,-1562.1663856605524,-1371.0626254799306,-2.082102820375524,,,,,,,
1708012038.3058293,1708012038.3134203,26.853371444899928,22.552291406976344,-3.092819038319817,NaN,NaN,1708012038.313621,-1563.9869075866645,-1351.0421144048737,-2.082470683990309,,,,,,,
1708012038.367924,1708012038.3731885,26.83767716964114,22.551500473058418,-3.0930043038801647,NaN,NaN,1708012038.3733401,-1566.0033440627176,-1334.0852780735302,-2.082546953906105,,,,,,,
1708012038.429784,1708012038.4366603,26.823441946643708,22.550957997886556,-3.093083278226081,NaN,NaN,1708012038.4366603,-1567.932955375147,-1316.8238721358548,-2.0823208424682376,,,,,,,
1708012038.4916732,1708012038.495848,26.80926831211824,22.55003331882476,-3.0928421296008857,NaN,NaN,1708012038.4968462,-1569.2731140764367,-1299.7553752975234,-2.081961574374908,,,,,,,
1708012038.553887,1708012038.5600991,26.79491237731426,22.54919168781002,-3.0926403671382228,NaN,NaN,1708012038.5602894,-1570.7972782138693,-1279.9737784655395,-2.0817013068838244,,,,,,,
1708012038.616016,1708012038.621272,26.76501145965364,22.546809456880602,-3.0928192176778575,NaN,NaN,1708012038.621272,-1571.858224693463,-1262.8140074564512,-2.0821310661767316,,,,,,,
