tStart,tR,xR,yR,theta,xR_fine,yR_fine,tV,xV,yV,zRotV,tP,gxP,gyP,gzP,axP,ayP,azP
1706194958.36607,1706194958.371112,26.375813377328274,24.862161175991407,-0.05725340634234016,NaN,NaN,1706194958.3961475,712.9195813075584,-879.0291093557014,0.9324417976480405,1706194958.3951442,nan,nan,nan,0.02303236350417137,0.02622159756720066,1.0266947746276855
1706194958.4586942,1706194958.4634793,26.375874582392882,24.863388831111838,-0.05725856841066787,NaN,NaN,1706194958.4887304,713.9219993615076,-879.0517136832741,0.9324200030839684,1706194958.487727,nan,nan,nan,0.02400214597582817,0.029377900063991547,1.029862880706787
1706194958.5521426,1706194958.5568051,26.375905433521115,24.864421903200146,-0.05722560353003267,NaN,NaN,1706194958.5838163,714.9477069904945,-879.0550631751811,0.9325289648736355,1706194958.5828123,nan,nan,nan,0.023517252877354622,0.026464389637112617,1.0310814380645752
1706194958.6451476,1706194958.6515832,26.375912553040692,24.86550866676749,-0.05715487590802404,NaN,NaN,1706194958.6754117,715.7982893645262,-879.05127422292,0.9324848446080849,1706194958.6754117,nan,nan,nan,0.026669051498174667,0.02476484328508377,1.0315687656402588
1706194958.737749,1706194958.7427611,26.375922332784004,24.866425788387122,-0.05720871794174939,NaN,NaN,1706194958.767814,716.6009846889293,-879.0712792506355,0.9324662492160866,1706194958.7668102,nan,nan,nan,0.02545681968331337,0.028892317786812782,1.0274258852005005
1706194958.830766,1706194958.8400297,26.37597833793838,24.86727780510477,-0.05719721302574518,NaN,NaN,1706194958.8637295,717.3790924826035,-879.1366610544546,0.9324527975725517,1706194958.8637295,nan,nan,nan,0.02569926716387272,0.02355087921023369,1.0271822214126587
1706194958.9221816,1706194958.9271793,26.37601738534542,24.867645764007822,-0.05720446916711408,NaN,NaN,1706194958.9530227,718.0026337327795,-879.1932363467288,0.932470622344494,1706194958.9520192,nan,nan,nan,0.025941714644432068,0.026707183569669724,1.0332746505737305
1706194959.0141218,1706194959.0187075,26.37607972736997,24.868325690942598,-0.057160598654969974,NaN,NaN,1706194959.0441384,718.5293101078195,-879.2242086595668,0.9324652145145439,1706194959.0437381,nan,nan,nan,0.02375970035791397,0.03544771298766136,1.0379048585891724
1706194959.1067805,1706194959.1228106,26.376094060962632,24.868528076179633,-0.057125883885969814,NaN,NaN,1706194959.1366763,718.2608594165525,-879.2070095496969,0.9324543340871713,1706194959.1366763,nan,nan,nan,0.017940998077392578,0.004370266571640968,1.0184091329574585
1706194959.1997056,1706194959.2048545,26.37609359627966,24.868528734300973,-0.05712682112834136,NaN,NaN,1706194959.2297082,718.4727087944796,-879.2224467913079,0.9325090115784374,1706194959.2287104,nan,nan,nan,0.022547468543052673,0.04030356928706169,1.036442756652832
